"id","key","query","name","description","created_at","updated_at","not_cacheable"
84,"all_biofuels_households_final","DIVIDE(SUM(
V(INTERSECTION(SECTOR(households),G(final_demand_cbs));input_of_biodiesel),
V(INTERSECTION(SECTOR(households),G(final_demand_cbs));input_of_biofuel),
V(INTERSECTION(SECTOR(households),G(final_demand_cbs));input_of_algae_diesel),
V(INTERSECTION(SECTOR(households),G(final_demand_cbs));input_of_bio_ethanol)),BILLIONS)","","","2010-06-10 16:41:47","2010-06-10 16:41:47",0
85,"conventional_gas_use_for_micro_chp_output","SUM(
  DIVIDE(
    V( micro_chp_households_energetic; output_of_heat_carriers),
    V( gas_burner_other_other_energetic; useable_heat_output_conversion)
  ),
  DIVIDE(
    V( micro_chp_households_energetic; output_of_electricity),
    0.53
  )
)","","Used for the chart: Comparison of gas use from micro-chp versus conventional use. Attention: We use a fixed value for CCGT electricity conversion, which reflects the state of the art. Take care to change this to be more generic.","2010-06-11 09:26:25","2010-06-11 09:26:25",0
86,"coal_plants","V(
  coal_pwd_energy,
  coal_pwd_ccs_energy,
  coal_conv_energy,
  coal_lignite_energy,
  coal_oxyfuel_ccs_energy,
  coal_igcc_energy,
  coal_igcc_ccs_energy,
  coal_chp_energy
)","","","2010-06-11 12:01:10","2010-06-11 12:02:17",1
87,"oil_plants","V(oil_plant_energy)","","","2010-06-11 12:05:34","2010-06-11 12:05:34",1
88,"gas_plants","V(
  gas_conv_energy_energetic,
  gas_ccgt_energy,
  small_chp_industry_energetic,
  large_chp_industry_energetic,
  micro_chp_households_energetic
)
  ","","","2010-06-11 12:07:26","2010-06-11 12:07:26",1
89,"nuclear_plants","V(
  nuclear_iii_energy
)","","","2010-06-11 12:07:59","2010-06-11 12:07:59",1
90,"wind_plants","V(
  wind_inland_energy,
  wind_coastal_energy,
  wind_offshore_energy
)","","","2010-06-11 12:08:48","2010-06-11 12:08:48",1
91,"biomass_plants","V(
  co_firing_coal_energy,
  co_firing_gas_energy,
  biomass_chp_industry_energetic,
  bio_oil_chp_industry_energetic
)","","","2010-06-11 12:09:56","2010-06-11 14:07:12",1
92,"other_plants","V(
  waste_incinerator_energy_energetic,
  solar_pv_central_production_energy_energetic,
  solar_csp_energy,
  hydro_river_energy,
  hydro_mount_energy,
  geothermal_electricity_energy,
  blue_energy_energy,
  local_solar_pv_grid_connected_energy_energetic,
  local_solar_pv_not_grid_connected_energy_energetic
)","","","2010-06-11 12:14:07","2010-06-11 12:14:07",1
93,"industry_biomass_primary_demand","DIVIDE(SUM(
V(INTERSECTION(SECTOR(industry),G(final_demand_cbs));primary_demand_of_biomass),
V(INTERSECTION(SECTOR(energy),G(final_demand_cbs));primary_demand_of_biomass),
V(INTERSECTION(SECTOR(industry),G(final_demand_cbs));primary_demand_of_bio_oil),
V(INTERSECTION(SECTOR(energy),G(final_demand_cbs));primary_demand_of_bio_oil)

),BILLIONS)","","DIVIDE(SUM(V(INTERSECTION(SECTOR(industry),G(final_demand_cbs)),INTERSECTION(SECTOR(energy),G(final_demand_cbs));primary_demand_of_biomass)),BILLIONS)","2010-06-11 15:35:15","2010-06-14 20:57:52",0
94,"industry_oil_primary_demand","DIVIDE(SUM(V(INTERSECTION(SECTOR(industry),G(final_demand_cbs)),INTERSECTION(SECTOR(energy),G(final_demand_cbs));primary_demand_of_crude_oil)),BILLIONS)","","","2010-06-11 15:36:37","2010-06-11 15:36:37",0
95,"industry_uranium_primary_demand","DIVIDE(SUM(V(INTERSECTION(SECTOR(industry),G(final_demand_cbs)),INTERSECTION(SECTOR(energy),G(final_demand_cbs));primary_demand_of_uranium)),BILLIONS)","","","2010-06-11 15:37:11","2010-06-11 15:37:11",0
96,"industry_coal_primary_demand","DIVIDE(SUM(V(INTERSECTION(SECTOR(industry),G(final_demand_cbs)),INTERSECTION(SECTOR(energy),G(final_demand_cbs));primary_demand_of_coal)),BILLIONS)","","","2010-06-11 15:37:56","2010-06-11 15:37:56",0
97,"industry_lignite_primary_demand","DIVIDE(SUM(V(INTERSECTION(SECTOR(industry),G(final_demand_cbs)),INTERSECTION(SECTOR(energy),G(final_demand_cbs));primary_demand_of_lignite)),BILLIONS)","","","2010-06-11 15:39:03","2010-06-11 15:40:25",0
98,"industry_waste_primary_demand","DIVIDE(SUM(V(INTERSECTION(SECTOR(industry),G(final_demand_cbs)),INTERSECTION(SECTOR(energy),G(final_demand_cbs));primary_demand_of_waste)),BILLIONS)","","","2010-06-11 15:39:57","2010-06-11 15:39:57",0
99,"industry_greengas_primary_demand","DIVIDE(SUM(V(INTERSECTION(SECTOR(industry),G(final_demand_cbs)),INTERSECTION(SECTOR(energy),G(final_demand_cbs));primary_demand_of_greengas)),BILLIONS)","","","2010-06-11 15:44:07","2010-06-11 15:44:07",0
100,"industry_primary_demand_without_gas","SUM(Q(industry_biomass_primary_demand),
Q(industry_oil_primary_demand),
Q(industry_uranium_primary_demand),
Q(industry_coal_primary_demand),
Q(industry_lignite_primary_demand),
Q(industry_waste_primary_demand),
Q(industry_greengas_primary_demand),
Q(all_biofuels_industry_primary),
Q(industry_non_e_primary_demand),
Q(all_biofuels_energy_primary),
Q(industry_imported_e_primary_demand)
)","","","2010-06-11 15:50:32","2010-06-14 21:05:17",0
101,"households_primary_demand_without_gas","SUM(
Q(households_biomass_primary_demand),
Q(households_oil_primary_demand),
Q(households_uranium_primary_demand),
Q(households_coal_primary_demand),
Q(households_lignite_primary_demand),
Q(households_waste_primary_demand),
Q(households_non_e_primary_demand),
Q(households_greengas_primary_demand),
Q(all_biofuels_households_primary),
Q(households_imported_e_primary_demand)
)","","","2010-06-11 16:00:49","2010-06-14 21:05:53",0
102,"households_biomass_primary_demand","DIVIDE(SUM(
V(INTERSECTION(SECTOR(households),G(final_demand_cbs));primary_demand_of_biomass),
V(INTERSECTION(SECTOR(households),G(final_demand_cbs));primary_demand_of_bio_oil)
),BILLIONS)","","","2010-06-11 16:02:03","2010-06-14 21:00:18",0
103,"households_oil_primary_demand","DIVIDE(SUM(V(INTERSECTION(SECTOR(households),G(final_demand_cbs));primary_demand_of_crude_oil)),BILLIONS)","","","2010-06-11 16:02:24","2010-06-11 16:02:24",0
104,"households_uranium_primary_demand","DIVIDE(SUM(V(INTERSECTION(SECTOR(households),G(final_demand_cbs));primary_demand_of_uranium)),BILLIONS)","","","2010-06-11 16:02:53","2010-06-11 16:02:53",0
105,"households_coal_primary_demand","DIVIDE(SUM(V(INTERSECTION(SECTOR(households),G(final_demand_cbs));primary_demand_of_coal)),BILLIONS)","","","2010-06-11 16:03:12","2010-06-11 16:03:12",0
106,"households_lignite_primary_demand","DIVIDE(SUM(V(INTERSECTION(SECTOR(households),G(final_demand_cbs));primary_demand_of_lignite)),BILLIONS)","","","2010-06-11 16:03:47","2010-06-11 16:03:47",0
107,"households_waste_primary_demand","DIVIDE(SUM(V(INTERSECTION(SECTOR(households),G(final_demand_cbs));primary_demand_of_waste)),BILLIONS)","","","2010-06-11 16:04:36","2010-06-11 16:04:36",0
108,"households_greengas_primary_demand","DIVIDE(SUM(V(INTERSECTION(SECTOR(households),G(final_demand_cbs));primary_demand_of_greengas)),BILLIONS)","","","2010-06-11 16:05:13","2010-06-11 16:05:13",0
109,"transport_biomass_primary_demand","DIVIDE(SUM(
V(INTERSECTION(SECTOR(transport),G(final_demand_cbs));primary_demand_of_biomass),
V(INTERSECTION(SECTOR(transport),G(final_demand_cbs));primary_demand_of_bio_oil)
),BILLIONS)","","","2010-06-11 16:06:32","2010-06-14 21:02:06",0
110,"transport_oil_primary_demand","DIVIDE(SUM(V(INTERSECTION(SECTOR(transport),G(final_demand_cbs));primary_demand_of_crude_oil)),BILLIONS)","","","2010-06-11 16:07:12","2010-06-11 16:07:12",0
111,"transport_uranium_primary_demand","DIVIDE(SUM(V(INTERSECTION(SECTOR(transport),G(final_demand_cbs));primary_demand_of_uranium)),BILLIONS)","","","2010-06-11 16:07:35","2010-06-11 16:07:35",0
112,"transport_coal_primary_demand","DIVIDE(SUM(V(INTERSECTION(SECTOR(transport),G(final_demand_cbs));primary_demand_of_coal)),BILLIONS)","","","2010-06-11 16:07:54","2010-06-11 16:07:54",0
113,"transport_lignite_primary_demand","DIVIDE(SUM(V(INTERSECTION(SECTOR(transport),G(final_demand_cbs));primary_demand_of_lignite)),BILLIONS)","","","2010-06-11 16:08:22","2010-06-11 16:08:22",0
114,"transport_waste_primary_demand","DIVIDE(SUM(V(INTERSECTION(SECTOR(transport),G(final_demand_cbs));primary_demand_of_waste)),BILLIONS)","","","2010-06-11 16:08:39","2010-06-11 16:08:39",0
115,"transport_greengas_primary_demand","DIVIDE(SUM(V(INTERSECTION(SECTOR(transport),G(final_demand_cbs));primary_demand_of_greengas)),BILLIONS)","","","2010-06-11 16:09:16","2010-06-11 16:09:16",0
116,"agriculture_biomass_primary_demand","DIVIDE(SUM(V(INTERSECTION(SECTOR(agriculture),G(final_demand_cbs));primary_demand_of_biomass)),BILLIONS)","","","2010-06-11 16:10:15","2010-06-11 16:10:15",0
117,"agriculture_oil_primary_demand","DIVIDE(SUM(V(INTERSECTION(SECTOR(agriculture),G(final_demand_cbs));primary_demand_of_crude_oil)),BILLIONS)","","","2010-06-11 16:10:31","2010-06-11 16:10:31",0
118,"agriculture_uranium_primary_demand","DIVIDE(SUM(V(INTERSECTION(SECTOR(agriculture),G(final_demand_cbs));primary_demand_of_uranium)),BILLIONS)","","","2010-06-11 16:11:12","2010-06-11 16:11:12",0
119,"agriculture_coal_primary_demand","DIVIDE(SUM(V(INTERSECTION(SECTOR(agriculture),G(final_demand_cbs));primary_demand_of_coal)),BILLIONS)","","","2010-06-11 16:11:21","2010-06-11 16:11:21",0
120,"agriculture_lignite_primary_demand","DIVIDE(SUM(V(INTERSECTION(SECTOR(agriculture),G(final_demand_cbs));primary_demand_of_lignite)),BILLIONS)","","","2010-06-11 16:11:50","2010-06-11 16:11:50",0
121,"agriculture_waste_primary_demand","DIVIDE(SUM(V(INTERSECTION(SECTOR(agriculture),G(final_demand_cbs));primary_demand_of_waste)),BILLIONS)","","","2010-06-11 16:43:06","2010-06-11 16:43:06",0
122,"agriculture_greengas_primary_demand","DIVIDE(SUM(V(INTERSECTION(SECTOR(agriculture),G(final_demand_cbs));primary_demand_of_greengas)),BILLIONS)","","","2010-06-14 07:34:14","2010-06-14 07:34:14",0
123,"other_oil_primary_demand","DIVIDE(SUM(V(INTERSECTION(SECTOR(other),G(final_demand_cbs));primary_demand_of_crude_oil)),BILLIONS)","","","2010-06-14 07:35:11","2010-06-14 07:35:11",0
124,"other_uranium_primary_demand","DIVIDE(SUM(V(INTERSECTION(SECTOR(other),G(final_demand_cbs));primary_demand_of_uranium)),BILLIONS)","","","2010-06-14 07:36:03","2010-06-14 07:36:03",0
125,"other_coal_primary_demand","DIVIDE(SUM(V(INTERSECTION(SECTOR(other),G(final_demand_cbs));primary_demand_of_coal)),BILLIONS)","","","2010-06-14 07:36:41","2010-06-14 07:36:41",0
126,"other_lignite_primary_demand","DIVIDE(SUM(V(INTERSECTION(SECTOR(other),G(final_demand_cbs));primary_demand_of_lignite)),BILLIONS)","","","2010-06-14 07:37:05","2010-06-14 07:37:05",0
127,"other_waste_primary_demand","DIVIDE(SUM(V(INTERSECTION(SECTOR(other),G(final_demand_cbs));primary_demand_of_waste)),BILLIONS)","","","2010-06-14 07:37:32","2010-06-14 07:37:32",0
128,"other_greengas_primary_demand","DIVIDE(SUM(V(INTERSECTION(SECTOR(other),G(final_demand_cbs));primary_demand_of_greengas)),BILLIONS)","","","2010-06-14 07:38:01","2010-06-14 07:38:17",0
129,"other_biomass_primary_demand","DIVIDE(SUM(
V(INTERSECTION(SECTOR(other),G(final_demand_cbs));primary_demand_of_biomass),
V(INTERSECTION(SECTOR(other),G(final_demand_cbs));primary_demand_of_bio_oil)

),BILLIONS)","","","2010-06-14 07:39:58","2010-06-14 20:59:12",0
130,"transport_primary_demand_without_gas","SUM(
Q(transport_biomass_primary_demand),
Q(transport_oil_primary_demand),
Q(transport_uranium_primary_demand),
Q(transport_coal_primary_demand),
Q(transport_lignite_primary_demand),
Q(transport_non_e_primary_demand),
Q(transport_waste_primary_demand),
Q(transport_greengas_primary_demand),
Q(all_biofuels_transport_primary),
Q(transport_imported_e_primary_demand)
)","","","2010-06-14 07:47:51","2010-06-14 21:04:08",0
131,"agriculture_primary_demand_without_gas","SUM(
Q(agriculture_biomass_primary_demand),
Q(agriculture_oil_primary_demand),
Q(agriculture_uranium_primary_demand),
Q(agriculture_coal_primary_demand),
Q(agriculture_lignite_primary_demand),
Q(agriculture_waste_primary_demand),
Q(agriculture_greengas_primary_demand),
Q(agriculture_non_e_primary_demand),
Q(all_biofuels_agriculture_primary),
Q(agriculture_imported_e_primary_demand)
)","","","2010-06-14 07:49:27","2010-06-14 21:03:30",0
132,"other_primary_demand_without_gas","SUM(
Q(other_biomass_primary_demand),
Q(other_oil_primary_demand),
Q(other_uranium_primary_demand),
Q(other_coal_primary_demand),
Q(other_lignite_primary_demand),
Q(other_waste_primary_demand),
Q(other_greengas_primary_demand),
Q(all_biofuels_other_primary),
Q(other_non_e_primary_demand),
Q(other_imported_e_primary_demand)
)","","","2010-06-14 07:52:19","2010-06-14 21:04:40",0
133,"industry_non_e_primary_demand","DIVIDE(SUM(
V(INTERSECTION(SECTOR(industry),G(final_demand_cbs));primary_demand_of_electricity),
V(INTERSECTION(SECTOR(energy),G(final_demand_cbs));primary_demand_of_electricity)
)
,BILLIONS)","","","2010-06-14 08:44:52","2010-06-14 20:21:43",0
134,"households_non_e_primary_demand","DIVIDE(SUM(V(INTERSECTION(SECTOR(households),G(final_demand_cbs));primary_demand_of_electricity)),BILLIONS)","","","2010-06-14 08:47:08","2010-06-14 08:47:08",0
135,"transport_non_e_primary_demand","DIVIDE(SUM(V(INTERSECTION(SECTOR(transport),G(final_demand_cbs));primary_demand_of_electricity)),BILLIONS)","","","2010-06-14 08:47:20","2010-06-14 08:47:20",0
136,"agriculture_non_e_primary_demand","DIVIDE(SUM(V(INTERSECTION(SECTOR(agriculture),G(final_demand_cbs));primary_demand_of_electricity)),BILLIONS)","","","2010-06-14 08:47:43","2010-06-14 08:47:43",0
137,"other_non_e_primary_demand","DIVIDE(SUM(V(INTERSECTION(SECTOR(other),G(final_demand_cbs));primary_demand_of_electricity)),BILLIONS)","","","2010-06-14 08:48:10","2010-06-14 08:48:10",0
138,"gas_plants_temporary_withouth_chp","V(
  gas_conv_energy_energetic,
  gas_ccgt_energy,
  large_chp_industry_energetic,
  micro_chp_households_energetic
)
  ","","small_chp_industry_energetic removed so that it works with the supply table","2010-06-14 14:49:09","2010-06-14 14:49:09",0
139,"households_heating_converters","V(
heat_pump_with_chs_households_energetic,
electric_heater_households_energetic,
solar_panel_for_heating_households_energetic,
micro_chp_households_energetic,
city_heating_network_households_energetic,
heatpump_households_energetic,
heatpump_using_city_heat_households_energetic,
heater_on_biomass_households_energetic,
heater_on_coal_households_energetic,
heater_on_greengas_households_energetic,
heater_on_oil_households_energetic,
gasheatpump_households_energetic,
central_heating_households_energetic
)","","","2010-06-14 11:18:19","2010-06-14 13:55:27",0
140,"households_heating_final_demand_total","SUM(V(Q(households_heating_converters);demand))","","","2010-06-14 14:00:08","2010-06-14 14:00:28",0
141,"households_heating_final_demand_electricity","SUM(V(Q(households_heating_converters);input_of_electricity))","","","2010-06-14 14:02:37","2010-06-14 14:02:37",0
142,"households_heating_final_demand_biomass","SUM(
V(Q(households_heating_converters);input_of_biomass),
V(Q(households_heating_converters);input_of_biofuel),
V(Q(households_heating_converters);input_of_greengas),
V(Q(households_heating_converters);input_of_biodiesel),
V(Q(households_heating_converters);input_of_bio_ethanol),
V(Q(households_heating_converters);input_of_algae_diesel),
V(Q(households_heating_converters);input_of_biogas)
)","","","2010-06-14 14:02:55","2010-06-14 14:12:42",0
143,"households_heating_final_demand_ambient","SUM(V(Q(households_heating_converters);input_of_ambient_heat),V(Q(households_heating_converters);input_of_solar_radiation))","","","2010-06-14 14:03:33","2010-06-14 14:09:47",0
144,"households_heating_final_demand_fossil","SUM(
V(Q(households_heating_converters);input_of_coal),
V(Q(households_heating_converters);input_of_crude_oil),
V(Q(households_heating_converters);input_of_natural_gas),
V(Q(households_heating_converters);input_of_diesel),
V(Q(households_heating_converters);input_of_gasoline),
V(Q(households_heating_converters);input_of_lignite)
)","","","2010-06-14 14:15:15","2010-06-14 14:15:15",0
145,"all_plants","V(
  Q(coal_plants),
  Q(oil_plants),
  Q(gas_plants),
  Q(nuclear_plants),
  Q(wind_plants),
  Q(biomass_plants),
  Q(other_plants)
)","","All plants including","2010-06-14 16:22:45","2010-06-14 16:22:45",1
146,"ambient_heat_use","SUM(V(ALL();input_of_ambient_heat))","","The total use of all ambient heat in the model","2010-06-14 17:00:21","2010-06-14 17:00:21",0
147,"industry_imported_e_primary_demand","DIVIDE(SUM(
V(INTERSECTION(SECTOR(industry),G(final_demand_cbs));primary_demand_of_imported_electricity),
V(INTERSECTION(SECTOR(energy),G(final_demand_cbs));primary_demand_of_imported_electricity)
),BILLIONS)","","","2010-06-14 20:18:02","2010-06-24 12:19:14",0
148,"other_imported_e_primary_demand","DIVIDE(SUM(
V(INTERSECTION(SECTOR(other),G(final_demand_cbs));primary_demand_of_imported_electricity)
)
,BILLIONS)","","","2010-06-14 20:23:19","2010-06-14 20:30:40",0
149,"agriculture_imported_e_primary_demand","DIVIDE(SUM(
V(INTERSECTION(SECTOR(agriculture),G(final_demand_cbs));primary_demand_of_imported_electricity)
)
,BILLIONS)","","","2010-06-14 20:23:46","2010-06-14 20:30:16",0
150,"households_imported_e_primary_demand","DIVIDE(SUM(
V(INTERSECTION(SECTOR(households),G(final_demand_cbs));primary_demand_of_imported_electricity)
)
,BILLIONS)","","","2010-06-14 20:24:00","2010-06-14 20:29:37",0
151,"transport_imported_e_primary_demand","DIVIDE(SUM(
V(INTERSECTION(SECTOR(transport),G(final_demand_cbs));primary_demand_of_imported_electricity)
)
,BILLIONS)","","","2010-06-14 20:25:22","2010-06-14 20:29:12",0
158,"number_of_electric_cars","DIVIDE(
  PRODUCT(
    VALUE( cars_kms_demand_transport_energetic; demand ),
    VALUE( electric_cars_transport_energetic ; car_kms_output_link_share )
  ),
  AREA( km_per_car )
)","","","2010-06-17 15:06:36","2010-06-17 15:06:36",0
159,"peak_load_units_delta_electric_cars","SUM(
  Q( number_of_electric_cars ),
  NEG(
    VALUE( electric_cars_transport_energetic ; peak_load_units_present )
  )
)","","","2010-06-17 15:10:58","2010-06-17 15:10:58",0
160,"peak_load_delta_wd_electric_cars","PRODUCT(
  Q( peak_load_units_delta_electric_cars),
  V( electric_cars_transport_energetic ; simult_wd ),
  Q(peak_load_per_unit_electric_car)
              )","","","2010-06-17 15:13:09","2010-06-17 15:13:09",0
161,"peak_load_per_unit_electric_car","PRODUCT (

              V (electric_cars_transport_energetic; typical_capacity_gross_in_mj_s),   
              V (electric_cars_transport_energetic; electricity_input_conversion)

               )","","Systematic way to determine the peak load per energy converter unit. This is the number to multiply with the 'simult_wd' etc attributes.","2010-06-17 15:15:11","2010-06-17 15:16:34",0
162,"peak_load_delta_we_electric_cars","PRODUCT(
  Q( peak_load_units_delta_electric_cars),
  V( electric_cars_transport_energetic ; simult_we ),
  Q(peak_load_per_unit_electric_car)
              )","","","2010-06-17 15:19:24","2010-06-17 15:19:24",0
163,"peak_load_delta_se_electric_cars","PRODUCT(
  Q( peak_load_units_delta_electric_cars),
  V( electric_cars_transport_energetic ; simult_se),
  Q(peak_load_per_unit_electric_car)
              )","","","2010-06-17 15:20:07","2010-06-17 15:20:07",0
164,"peak_load_delta_sd_electric_cars","PRODUCT(
  Q( peak_load_units_delta_electric_cars),
  V( electric_cars_transport_energetic ; simult_sd ),
  Q(peak_load_per_unit_electric_car)
)","","","2010-06-17 15:22:13","2010-06-17 15:22:13",0
165,"peak_load_delta_we_lv_total","SUM(
  Q(peak_load_delta_we_electric_cars),
  Q(peak_load_delta_we_electric_trucks),
  Q(peak_load_delta_hh_heaters)
)","","","2010-06-17 15:23:45","2010-07-01 14:19:23",0
166,"peak_load_delta_wd_lv_total","SUM(
  Q(peak_load_delta_wd_electric_cars),
  Q(peak_load_delta_wd_electric_trucks),
  Q(peak_load_delta_hh_heaters)
)","","","2010-06-17 15:27:31","2010-07-01 14:19:59",0
167,"peak_load_delta_se_lv_total","SUM(
  Q(peak_load_delta_se_electric_cars),
  Q(peak_load_delta_se_electric_trucks)
)","","In theory peakload delta heaters needs to be taken into account, but they have no demand during the summer","2010-06-17 15:28:45","2010-07-01 14:20:54",0
168,"peak_load_delta_sd_lv_total","SUM(
  Q(peak_load_delta_sd_electric_cars),
  Q(peak_load_delta_sd_electric_trucks)
)","","In theory peak load delta heaters needs to be taken into account but they have no demand in the summer","2010-06-17 15:30:32","2010-07-01 14:21:28",0
169,"peak_load_delta_max_lv_net","MAX(
  Q(peak_load_delta_we_lv_total),
  Q(peak_load_delta_wd_lv_total),
  Q(peak_load_delta_se_lv_total),
  Q(peak_load_delta_sd_lv_total),
  Q(peak_load_delta_supply_lv_total)
)","","","2010-06-17 15:32:17","2010-06-30 14:28:52",0
170,"peak_load_delta_max_mv_lv_transformer","PRODUCT(
  Q( peak_load_delta_max_lv_net ),
  V( lv_electricity_network_energy_energetic ; simult_wd )
)","","Note: 
1. we use peak_load_delta_max_LV instead of ""peak_load_delta_max_transformer_lv_mv"". 

2. theoretically speaking use : 
MAX( 
V( lv_electricity_network_energy_energetic ; simult_wd ) 
V( lv_electricity_network_energy_energetic ; simult_we ) 
V( lv_electricity_network_energy_energetic ; simult_sd ) 
V( lv_electricity_network_energy_energetic ; simult_se ) 
)","2010-06-17 15:34:39","2010-06-30 14:29:58",0
171,"co2_cost_electricity_production","PRODUCT(
AREA(co2_price), SUM (1, NEG( AREA(co2_percentage_free))), 
Q(co2_emission_electricity_ex_import))","","","2010-06-18 14:56:59","2010-06-18 15:37:03",0
172,"co2_emission_industry","   SUM(V (
   INTERSECTION(
        USE(energetic),
        INTERSECTION(SECTOR(industry),GROUP(final_demand_cbs) )
        )
       ;primary_co2_emission)
   )","","","2010-06-18 15:02:21","2010-06-23 10:55:22",0
173,"co2_cost_industry","PRODUCT(
AREA(co2_price), SUM (1, NEG( AREA(co2_percentage_free))),  Q(co2_emission_industry)
)
","","","2010-06-18 15:04:04","2010-06-18 15:38:32",0
174,"co2_per_mj_domestic_electricity_production","DIVIDE
 (
  SUM(
     VALUE(GROUP(electricity_production);primary_co2_emission)
         ),

 SUM(VALUE(GROUP(electricity_production);output_of_electricity))
 )","","How much kg CO2 the average MJ electricity produces domestically","2010-06-20 11:21:14","2010-06-20 11:21:14",0
175,"share_domestic_electrity_production","MIN(1,
 SUM(
   1,
   NEG(
     DIVIDE( 
     V(interconnection_energy;demand),
     V(hv_electricity_network_energy;demand))
     )
  ))","","","2010-06-21 14:46:14","2010-06-21 15:09:04",0
